playlist_position,video_id,published_at,privacy_status,title_family,is_target_default,normalized_timestamp,old_title,old_description,previous_formatted_title,next_formatted_title,suggested_title,suggested_description,confidence,suggestion_basis,apply,review_notes,hero_name,boss_name,final_title,final_description,stt_raw,stt_confidence
115,zQwll0IX0wU,2026-03-30T02:29:52Z,public,default_timestamp,TRUE,2026-03-21 20:09:07,Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07,"Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T20 09 07,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",ania,none
116,BX7V_rt3pYc,2026-03-30T02:30:14Z,public,default_timestamp,TRUE,2026-03-19 23:41:30,Hearthstone Heroes of Warcraft  2026 03 19T23 41 30,"Hearthstone Heroes of Warcraft  2026 03 19T23 41 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone Heroes of Warcraft  2026 03 19T23 41 30 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone Heroes of Warcraft  2026 03 19T23 41 30,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
117,9gOoX4OVhio,2026-03-30T02:30:33Z,public,default_timestamp,TRUE,2026-03-20 0:43:48,Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48,"Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 20T00 43 48,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
118,kpN-P48l1p4,2026-03-30T02:34:36Z,public,default_timestamp,TRUE,2026-03-20 0:50:02,Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02,"Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 20T00 50 02,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
119,uzOLsKWrksQ,2026-03-30T02:35:58Z,public,default_timestamp,TRUE,2026-03-20 0:59:57,Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57,"Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 20T00 59 57,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
120,y3Yl7CS3KJ4,2026-03-30T02:36:17Z,public,default_timestamp,TRUE,2026-03-20 11:16:34,Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34,"Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 20T11 16 34,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",,none
121,APdP6YCw_TI,2026-03-30T02:36:38Z,public,default_timestamp,TRUE,2026-03-21 19:05:30,Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30,"Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 05 30,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","A battle mission? Who'll make a great scene right now? Uh, what's with you? I'll give you a minute. I'll be sure you really luck. Be gray in disguise. Sure. Never...",none
122,TqvBYRRVZ6s,2026-03-30T02:37:07Z,public,default_timestamp,TRUE,2026-03-21 19:08:44,Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44,"Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 08 44,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Well, look how much better he's treating Asta. Anyway, we don't often come to Headquarters, so it's easy to forget.",none
123,sURC6D3CEO8,2026-03-30T02:37:28Z,public,default_timestamp,TRUE,2026-03-21 19:12:07,Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07,"Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 12 07,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","I just can't get a can I maybe ask you something sir? Sure, what is it? I was just wondering how can I become the wizard king?",none
124,gBU-8P7vyeA,2026-03-30T02:37:51Z,public,default_timestamp,TRUE,2026-03-21 19:17:57,Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57,"Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Ha, ha, ha, ha, ha, ha, ha! Pardon sir. I'm sorry but something's come up you'll have to excuse me. Have an excellent time now! Ha, ha, ha!",none
125,lYxWQO8Bd0A,2026-03-30T02:38:12Z,public,default_timestamp,TRUE,2026-03-21 19:23:46,Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46,"Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","My name is Mrs. Jinzo At the gate, Jinzo is going to be...",none
126,7zk0bajpdQQ,2026-03-30T02:38:36Z,public,default_timestamp,TRUE,2026-03-21 19:28:15,Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15,"Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Alright, we'll take you. With an attack range like that, we have nothing to fear. Sand creation magic. Sand armor, guard.",none
127,D--J8h31q50,2026-03-30T02:39:05Z,public,default_timestamp,TRUE,2026-03-24 13:56:25,Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25,"Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",It's so cool! Now's your chance to finish him while the other captains keep the rest of them busy! Yeah. He's...,none
128,i4VHiX8sogQ,2026-03-30T02:39:30Z,public,default_timestamp,TRUE,2026-03-21 19:34:10,Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10,"Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",How can I ever accept an insect who crawls upon the ground?,none
129,2AUEcilBfW4,2026-03-30T02:39:56Z,public,default_timestamp,TRUE,2026-03-21 19:40:07,Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07,"Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Still their eagles take the central district where the enemy is strongest. Very well. Blue Rose Knights, you had east. As low as I am to take a man's orders, we must. I'm ready.",none
130,fm92ULm5VYM,2026-03-30T02:44:37Z,public,default_timestamp,TRUE,2026-03-21 19:59:58,Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58,"Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",And until your flood runs dry! Yeah! Yeah! There he is! I have...,none
131,2u4Fa1JR5r0,2026-03-30T02:44:58Z,public,default_timestamp,TRUE,2026-03-22 12:00:42,Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42,"Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",That's it! Zulgen! I gonna bury you! I rule and over for nobody!,none
132,vma12he1qKE,2026-03-30T02:45:37Z,public,default_timestamp,TRUE,2026-03-22 12:04:08,Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08,"Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Rekar vs. Loji! Live wild for dying lost. It's time to shine.,none
133,hka1eYMZBMQ,2026-03-30T02:45:56Z,public,default_timestamp,TRUE,2026-03-21 20:16:50,Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50,"Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",was necessary. I'm sorry. I thought it a pity for a magic knight of your caliber to die here.,none
134,MAXwBWlbsH4,2026-03-30T02:46:42Z,public,default_timestamp,TRUE,2026-03-21 20:25:02,Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02,"Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Sir! That quickly, he zeroed in on the enemy's weakness and managed to reassure his allies? So... That's what it means to be a Magic Knight squad captain. Mia-",none
135,ki3GzaYDRkg,2026-03-30T02:48:23Z,public,default_timestamp,TRUE,2026-03-22 11:01:29,Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29,"Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","This teasing the guy, I didn't think he'd actually try to kill me for it. Later, Little Rasta. Okay, that's security! Even bigger jerk now!",none
136,6-9vlgibN5Q,2026-03-30T02:49:42Z,public,default_timestamp,TRUE,2026-03-22 11:04:31,Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31,"Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",But what if Captain Fuegolyon never wakes up? Hm? Fuegolyon? Are you kidding me? You worried about him? Come on. That flame throwing stiff necked royalist to stubborn to die of that...,none
137,S15OKUUVigo,2026-03-30T02:50:24Z,public,default_timestamp,TRUE,2026-03-22 11:21:50,Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50,"Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Hey you there! Get me another drink! That's what! Who's a lumbar? I'm not talking much, this. I'm rolling over. So that's the magic you used to cut hair? Cool.",none
138,lzGa44tOiMU,2026-03-30T02:50:56Z,public,default_timestamp,TRUE,2026-03-22 11:27:01,Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01,"Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Did you do to my table? We gotta go! Quick! Come back! I just remembered there's somewhere I need to be. Huh? Game!,none
139,ZI8uWGSk_Cc,2026-03-30T02:51:49Z,public,default_timestamp,TRUE,2026-03-22 11:37:39,Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39,"Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Rikar versus Talonji! I will fight if I must, and I will triumph. It's time to shine!",none
140,gFUQxT3oVc0,2026-03-30T02:52:29Z,public,default_timestamp,TRUE,2026-03-22 11:49:19,Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19,"Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Rekar vs Zentivo! Go, Todd. I can do this.",none
141,z8LTFpZ-OsU,2026-03-30T02:52:58Z,public,default_timestamp,TRUE,2026-03-22 11:55:38,Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38,"Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Recar versus the call! Who fears the king of the ring for the Dark Spear?,none
142,r5dQNqypr00,2026-03-30T02:57:51Z,public,default_timestamp,TRUE,2026-03-22 12:09:27,Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27,"Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T12 09 27,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",Rekar! Versus! Jacklick! Tonight! High-leak drinks! I can do this.,none
143,naGj1iQ0cX8,2026-03-30T02:58:53Z,public,default_timestamp,TRUE,2026-03-22 12:21:28,Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28,"Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T12 21 28,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","This is Talonji! I will fight if I must, and I will triumph. For the Dark Spear!",none
144,0GsmMDfvzhg,2026-03-30T02:59:20Z,public,default_timestamp,TRUE,2026-03-22 12:41:30,Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30,"Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T12 41 30,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",R! Versus! V! I will be walking my seats. I got this.,none
145,sn5nGUwstck,2026-03-30T02:59:51Z,public,default_timestamp,TRUE,2026-03-22 13:06:51,Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51,"Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T13 06 51,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","Rekar! The Rufus Hooktask! I'll fight fair. This time, promise. Bring it. Bring it on!",none
146,PK-FzDbVYmI,2026-03-30T03:00:28Z,public,default_timestamp,TRUE,2026-03-22 13:18:31,Hearthstone  Heroes of Warcraft   2026 03 22T13 18 31,Hearthstone Book of Heroes - Rikkar vs High Priest Thekal,,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T13 18 31,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",There are also certifications that are recognized around the world. These exams can be taken in over 100 different countries and there are many different languages to choose from. If you found your way to this network plus training course you may...,none
147,P9PQZQvRgHA,2026-03-30T03:01:09Z,public,default_timestamp,TRUE,2026-03-22 13:30:49,Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49,"Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T13 30 49,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","These two protocols are commonly responsible for getting all of the information within our IP packets from one device to the other. In many cases, this involves taking a large amount of data, putting in...",none
148,vk-v04Mvz6Q,2026-03-30T03:01:52Z,public,default_timestamp,TRUE,2026-03-22 13:40:01,Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01,"Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 22T13 40 01,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",IP addresses is exactly what's used by a router to be able to determine the next hop for this information. You may sometimes see this routing functionality also included inside of an exit,none
149,yJoqneKA5Zc,2026-03-30T03:02:18Z,public,default_timestamp,TRUE,2026-03-23 15:00:50,Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50,"Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 23T15 00 50,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",We're going this way. I got your corner now! Come closer!,none
150,a8vkhNxYDP0,2026-03-30T03:14:51Z,public,default_timestamp,TRUE,2026-03-24 14:23:04,Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04,"Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T14 23 04,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.","The eye of the midnight sun. Go on, tell us their name. The traitor. Is the purple orchestra...",none
151,KzfnWi9X29w,2026-03-30T03:15:11Z,public,default_timestamp,TRUE,2026-03-24 14:35:49,Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49,"Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49 boss fight",,,,,manual,no nearby formatted neighbors,"TRUE
",,,,Hearthstone  Heroes of Warcraft   2026 03 24T14 35 49,"Hearthstone Book of Heroes gameplay from Adventure Mode.

Part of the Hearthstone - Adventure mode playlist.",I'm sorry for keeping you two. I won't detain you for long. It's a terrible feeling.,none
